trade_id,stock_symbol,quantity,purchase_price,sale_price,purchase_date,sale_date,profit,transaction_type,broker_name
913,TRMB,540,608.09,673.94,12/24/2008,10/24/2017,65.85,Sell,Youspan
914,VRNT,7865,60.06,968.03,10/24/2001,12/26/2017,907.97,Buy,Avaveo
915,VIA,1880,785.26,798.1,12/10/2022,3/13/2020,12.84,Buy,Avamm
916,IPCI,9601,351.52,57.25,11/28/2003,3/28/2003,-294.27,Buy,Vinder
917,ASBB,1444,478.46,528.36,2/6/2014,7/14/2003,49.9,Sell,Oyoba
918,NLS,9852,985.16,752.59,8/13/2017,7/21/2017,-232.57,Buy,Flipstorm
919,VOXX,2863,908.89,623.0,6/28/2017,12/18/2012,-285.89,Buy,Shufflebeat
920,JBLU,1584,662.71,471.68,12/5/2006,6/28/2003,-191.03,Buy,Devshare
921,NKG,1219,771.64,415.21,3/26/2012,12/2/2010,-356.43,Sell,Katz
922,TTOO,3919,768.1,713.59,4/16/2021,10/26/2014,-54.51,Buy,Jabbertype
923,AMED,6536,386.66,977.5,5/15/2013,5/29/2021,590.84,Buy,Demizz
924,LMNX,2231,660.44,411.08,6/2/2001,11/24/2006,-249.36,Buy,Leenti
925,OCRX,3286,514.82,26.86,10/6/2009,5/22/2015,-487.96,Buy,Meevee
926,HURN,5670,953.7,556.26,12/29/2020,10/4/2017,-397.44,Sell,Tagfeed
927,FSD,6506,336.98,846.19,8/7/2001,11/2/2001,509.21,Sell,Mynte
928,FFIC,5973,604.18,33.79,3/6/2003,12/26/2021,-570.39,Sell,Topicblab
929,ELECW,7046,252.59,305.8,2/17/2001,5/1/2005,53.21,Buy,Myworks
930,SPXC,6262,647.67,133.25,3/30/2021,10/7/2008,-514.42,Buy,Youfeed
931,HES^A,2528,925.42,379.62,5/22/2009,5/20/2009,-545.8,Buy,Meeveo
932,ANH^C,5141,761.79,807.77,10/5/2003,9/22/2017,45.98,Sell,Oloo
933,HR,3434,704.25,58.95,11/29/2003,11/24/2014,-645.3,Sell,Skinder
934,FMY,3848,10.54,968.31,11/6/2002,2/16/2019,957.77,Sell,Jabberbean
935,COF^F,3856,151.48,197.64,3/18/2007,7/5/2000,46.16,Sell,Skiba
936,PETS,327,863.83,395.82,3/1/2014,10/23/2011,-468.01,Sell,Shufflester
937,RELY,1858,354.29,518.27,9/30/2007,11/23/2007,163.98,Sell,Oozz
938,QBAK,6891,42.13,725.85,12/28/2000,7/16/2020,683.72,Buy,Skibox
939,PIZ,9425,532.42,280.48,7/22/2022,9/11/2010,-251.94,Sell,Roombo
940,COF^G,2525,344.2,917.19,1/19/2003,12/26/2008,572.99,Buy,Camido
941,ALX,6842,282.65,731.7,3/21/2009,6/5/2017,449.05,Buy,Zoomdog
942,IMI,1456,226.56,433.93,12/18/2014,5/15/2000,207.37,Buy,Innotype
943,KRC^H,2697,339.0,651.99,11/16/2004,7/3/2013,312.99,Sell,Bluejam
944,JELD,7346,778.03,982.93,9/12/2012,4/7/2022,204.9,Buy,Meetz
945,BVXV,1708,336.21,311.05,2/14/2006,8/24/2017,-25.16,Sell,Trilia
946,ALV,2263,29.01,345.7,7/14/2020,5/13/2022,316.69,Sell,Yacero
947,MYC,9118,718.88,90.61,2/26/2021,9/1/2022,-628.27,Sell,Tagtune
948,SRET,2242,512.52,157.18,3/31/2018,11/17/2013,-355.34,Sell,Jabbersphere
949,LPTH,7114,639.36,389.17,3/9/2002,6/28/2019,-250.19,Sell,Topdrive
950,SVBI,5078,807.89,76.44,6/24/2000,12/8/2009,-731.45,Sell,Babbleset
951,AXARW,8545,511.18,525.86,8/28/2017,10/20/2013,14.68,Sell,Mynte
952,QNST,5695,405.32,659.15,10/21/2000,9/25/2012,253.83,Sell,Janyx
953,EAI,4150,553.77,149.62,1/12/2007,10/8/2010,-404.15,Sell,Yadel
954,HLIT,4575,359.45,948.99,5/12/2005,1/3/2014,589.54,Sell,Skyba
955,APH,8736,618.65,154.49,1/22/2007,12/22/2017,-464.16,Buy,Voonte
956,PBIP,2626,661.37,458.65,7/16/2022,6/23/2006,-202.72,Sell,Oyope
957,JOE,8993,467.83,920.28,3/21/2020,10/6/2001,452.45,Sell,Abata
958,HBCP,7317,810.88,615.52,7/16/2008,11/11/2013,-195.36,Buy,Meevee
959,CMO^E,5146,466.52,726.32,8/8/2006,1/20/2014,259.8,Sell,Abatz
960,MH^A,5732,998.44,193.49,3/18/2013,8/13/2006,-804.95,Sell,Gigabox
961,VNO^L,2151,348.99,946.01,1/25/2013,11/16/2012,597.02,Sell,Quaxo
962,BFO,7136,362.64,68.13,10/4/2020,7/7/2005,-294.51,Sell,Kwinu
963,STAG,4208,424.57,314.99,4/13/2012,11/26/2017,-109.58,Buy,JumpXS
964,IFF,5785,192.82,373.38,3/10/2021,9/16/2020,180.56,Buy,Feedmix
965,DNBF,1950,220.1,779.96,1/11/2013,3/14/2015,559.86,Sell,Linklinks
966,CBOE,6412,487.46,826.2,4/26/2012,9/23/2012,338.74,Buy,Babbleblab
967,CVA,7349,56.19,168.53,8/16/2006,8/17/2006,112.34,Buy,Eayo
968,CENT,3797,998.97,83.77,5/16/2021,12/28/2014,-915.2,Buy,Nlounge
969,DLB,6606,693.78,898.94,11/18/2013,12/18/2008,205.16,Buy,Blogtags
970,RENN,5056,736.21,579.87,8/11/2017,3/8/2013,-156.34,Sell,Topiclounge
971,PEGA,6029,37.3,527.16,11/9/2021,9/29/2003,489.86,Buy,Kwilith
972,NYCB^U,4000,713.55,430.97,5/5/2015,11/29/2002,-282.58,Sell,Realblab
973,RBS,9103,608.73,686.82,4/18/2005,7/22/2016,78.09,Buy,Avamba
974,KURA,8735,590.25,250.73,6/2/2005,12/2/2002,-339.52,Buy,Roomm
975,JE^A,9138,479.09,77.92,4/29/2001,4/2/2021,-401.17,Sell,Wikido
976,MDVXW,3660,895.91,322.08,8/29/2017,3/19/2006,-573.83,Buy,LiveZ
977,CPA,5103,692.05,574.65,4/17/2005,8/21/2015,-117.4,Sell,Oyoloo
978,MFSF,9007,3.59,381.38,2/13/2011,2/6/2001,377.79,Buy,Camido
979,NYCB^U,9813,77.11,794.44,3/17/2008,10/11/2013,717.33,Sell,Skiba
980,ACSF,8397,61.93,801.54,12/29/2020,1/26/2022,739.61,Buy,Oyoba
981,EHIC,6174,563.66,38.25,1/23/2007,10/3/2015,-525.41,Sell,Flipopia
982,ASX,4968,84.93,847.49,6/24/2022,9/1/2012,762.56,Buy,Voomm
983,TNDM,5820,697.82,45.67,8/2/2022,12/26/2002,-652.15,Buy,Voomm
984,OASM,303,373.23,990.59,5/30/2012,3/25/2013,617.36,Sell,Linktype
985,IGR,9970,798.54,197.94,6/8/2000,6/7/2014,-600.6,Sell,Meemm
986,WSO,6316,738.59,823.01,1/22/2015,3/6/2007,84.42,Buy,Camimbo
987,STBA,3792,257.72,574.07,4/17/2022,7/20/2022,316.35,Sell,Browsetype
988,TNP^D,751,934.08,438.18,12/8/2006,12/7/2020,-495.9,Buy,BlogXS
989,NXTDW,5347,463.4,80.88,12/1/2000,6/3/2002,-382.52,Buy,Browsedrive
990,RGNX,7444,246.38,964.65,3/16/2003,3/8/2022,718.27,Sell,Realcube
991,IFGL,1373,43.83,693.65,9/18/2022,10/8/2017,649.82,Sell,Shuffletag
992,GPRO,8934,35.32,809.22,3/14/2006,10/7/2005,773.9,Sell,Bluezoom
993,PRTK,1018,94.85,879.8,3/13/2022,6/30/2000,784.95,Buy,Livepath
994,PME,8978,968.01,487.9,9/29/2011,4/21/2014,-480.11,Buy,Dazzlesphere
995,HIHO,4602,404.09,267.77,5/26/2003,10/23/2006,-136.32,Sell,Pixonyx
996,WCG,9287,23.35,720.47,4/12/2015,5/11/2001,697.12,Sell,Photobug
997,OLN,17,607.66,945.53,7/6/2011,11/24/2019,337.87,Sell,Browsecat
998,MPAC,3686,342.06,53.32,11/10/2017,11/12/2017,-288.74,Sell,Flashpoint
999,CNIT,9029,827.45,817.07,1/7/2019,6/5/2006,-10.38,Sell,Jazzy
1000,K,7350,519.86,550.06,9/6/2009,2/13/2009,30.2,Buy,Dablist
